start_set,direction,openalex_id,year,title,doi,title_filter_match,retained_for_next_read
Guerin-Orda,forward,W2485531867,2012,Dynamic Routing and Wavelength Assignment in Optical WDM Networks with Ant-Based Mobile Agents,https://doi.org/10.1201/b13081-31,0,0
Guerin-Orda,forward,W2521976444,2016,Dynamic set of paths for localized QoS routing with bandwidth-constraint,https://doi.org/10.1109/elinfocom.2016.7562943,0,0
Guerin-Orda,forward,W2524319826,2007,Management and control of scalable and resilient next-generation optical networks,,0,0
Guerin-Orda,forward,W2539129563,2005,"Qos in cognitive packet networks: adaptive routing, flow and congestion control",,0,0
Guerin-Orda,forward,W2541870590,2012,AMELIORATION OF BEBA IN DISTRIBUTED MAC PROTOCOL TO REDUCE THE WAITING TIME OF A STATION IN WLAN,,0,0
Guerin-Orda,forward,W2541908735,2006,QoS routing with inaccurate information based on Hopfield neural network,https://doi.org/10.1109/icnnb.2005.1614786,1,0
Guerin-Orda,forward,W2543569619,2006,Research on node-state in QoS based networks,https://doi.org/10.1109/iscit.2005.1566796,0,0
Guerin-Orda,forward,W2545074950,2006,Research on QoS-Based Networks Node-State,https://doi.org/10.1109/icics.2005.1689041,0,0
Guerin-Orda,forward,W2548913226,2016,Resource Allocation in Self-managing Networks Under Uncertainty,https://doi.org/10.1007/978-3-319-48944-5_30,0,0
Guerin-Orda,forward,W2550665123,2008,Providing QoS as a Means for Defending DoS Attacks in Active Networks,https://doi.org/10.1109/adcom.2008.4760480,0,0
Guerin-Orda,forward,W2593181438,2017,Quality of Service Stability Based Multicast Routing Protocol for MANETs,https://doi.org/10.5121/cseij.2017.7101,0,0
Guerin-Orda,forward,W2615050681,2017,Two chances forwarding in real-time routing for low-duty-cycle sensor networks,https://doi.org/10.1504/ijsnet.2017.10005206,0,0
Guerin-Orda,forward,W2728032463,2017,Dynamic reconfiguration in multigroup multicast routing under uncertainty,https://doi.org/10.1007/s10732-017-9339-8,1,0
Guerin-Orda,forward,W2755897443,2017,Quality of Service Routing,https://doi.org/10.1016/b978-0-12-800737-2.00025-9,0,0
Guerin-Orda,forward,W2901587248,2013,Soft Computing in the Quality of Services Evaluation,https://doi.org/10.4018/978-1-4666-4785-5.ch005,0,0
Guerin-Orda,forward,W2902408448,2017,Cloud and Cyber Security through Crypt-Iris-Based Authentication Approach,https://doi.org/10.4018/978-1-5225-2154-9.ch021,0,0
Guerin-Orda,forward,W3059022908,2000,Distributed Quality of Service Routing,https://doi.org/10.1007/3-540-44467-x_40,0,0
Guerin-Orda,forward,W392994010,2015,Predictable Real-Time Wireless Networking For Sensing And Control,,0,0
Guerin-Orda,forward,W4211087354,2016,Adaptive Network Layer,https://doi.org/10.1002/9781119096863.ch2,0,0
Guerin-Orda,forward,W4211097543,2013,Bibliography,https://doi.org/10.1002/9781118649367.biblio,0,0
Guerin-Orda,forward,W4211166681,2013,Compilation of References,https://doi.org/10.4018/978-1-4666-4785-5.chcrf,0,0
Guerin-Orda,forward,W4237653033,2004,Bibliography,https://doi.org/10.1016/b978-012428751-8/50022-7,0,0
Guerin-Orda,forward,W4239571300,2007,Bibliography,https://doi.org/10.1016/b978-012088588-6/50031-0,0,0
Guerin-Orda,forward,W4241619252,2017,Bibliography,https://doi.org/10.1016/b978-0-12-800737-2.00043-0,0,0
Guerin-Orda,forward,W4415853492,2025,"Methods, Performance Bounds, and Routing Approaches for In Network Aggregation in Wireless Sensor Networks",https://doi.org/10.64026/jccn/2025020,0,0
Guerin-Orda,forward,W48236088,2013,Dynamic Resource Provisioning and Survivability Strategies in Optical Networks,,0,0
Guerin-Orda,forward,W7149186678,2019,Novel notions of fairness and resource allocation for congested networked systems,https://doi.org/10.70675/6ca8ce5ez6cd2z4c82z9e6az68c6bb3ceb79,0,0
Guerin-Orda,forward,W7164927574,2026,Turning Reliability into Shortest Path: Parameterized Probabilistic Routing for LEO Satellite Networks,https://doi.org/10.1109/wcnc65185.2026.11555231,0,0
Guerin-Orda,forward,W74015387,2005,Multicast Extensions to QOSPF.,,0,0
Guerin-Orda,forward,W759399309,2014,Resilience mechanisms for carrier-grade networks,https://doi.org/10.5821/dissertation-2117-95550,0,0
Guerin-Orda,forward,W825321098,2015,Routing in Optical and Stochastic Networks,https://doi.org/10.4233/uuid:e31a01c0-f549-48c2-bc5b-b03dcc0f2bf2,0,0
Guerin-Orda,forward,W915124027,2007,A prediction-based routing mechanism for optical and IP/MPLS networks,https://doi.org/10.5821/dissertation-2117-94395,0,0
Ornee-Sun,backward,W2098432798,1995,Dynamic Programming and Optimal Control,,0,0
Ornee-Sun,backward,W604181985,1917,A table of integrals,,0,0
Ornee-Sun,backward,W2102591969,2010,NIST Handbook of Mathematical Functions,,0,0
Ornee-Sun,backward,W1972485395,1976,"Table of Integrals, Series, and Products",https://doi.org/10.1115/1.3452897,0,0
Ornee-Sun,backward,W2017957151,1930,On the Theory of the Brownian Motion,https://doi.org/10.1103/physrev.36.823,0,0
Ornee-Sun,backward,W2170316986,1987,Stochastic Differential Equations: An Introduction with Applications.,https://doi.org/10.2307/2288814,0,0
Ornee-Sun,backward,W2799087070,1982,Stochastic Processes,,0,0
Ornee-Sun,backward,W2169071224,1992,Probability: Theory and Examples.,https://doi.org/10.2307/2290301,0,0
Ornee-Sun,backward,W1967956032,1967,On Nonlinear Fractional Programming,https://doi.org/10.1287/mnsc.13.7.492,0,0
Ornee-Sun,backward,W2163599171,1988,An Introduction to Signal Detection and Estimation,https://doi.org/10.1007/978-1-4757-3863-6,0,0
Ornee-Sun,backward,W1993918491,2012,Real-time status: How often should one update?,https://doi.org/10.1109/infcom.2012.6195689,0,0
Ornee-Sun,backward,W1991513691,1971,Applied Probability Models with Optimization Applications.,https://doi.org/10.2307/2284258,0,0
Ornee-Sun,backward,W2546505240,2006,Stochastic Differential Equations—An Introduction With Applications,https://doi.org/10.1109/tac.2006.882767,0,0
Ornee-Sun,backward,W1996097431,1996,Handbook of Brownian Motion — Facts and Formulae,https://doi.org/10.1007/978-3-0348-7652-0,0,0
Ornee-Sun,backward,W604762380,2006,Optimal stopping and free-boundary problems,https://doi.org/10.1007/978-3-7643-7390-0_3,0,0
Ornee-Sun,backward,W1504986959,1998,Numerical Methods Using MATLAB,,0,0
Ornee-Sun,backward,W2744248483,2017,Update or Wait: How to Keep Your Data Fresh,https://doi.org/10.1109/tit.2017.2735804,1,1
Ornee-Sun,backward,W2005047575,1942,The Brownian Movement and Stochastic Equations,https://doi.org/10.2307/1968873,0,0
Ornee-Sun,backward,W2103836868,1996,Handbook of Mathematical Formulas and Integrals,https://doi.org/10.1119/1.18427,0,0
Ornee-Sun,backward,W2768771208,2017,"Age of Information: A New Concept, Metric, and Tool",https://doi.org/10.1561/9781680833614,1,0
Ornee-Sun,backward,W2791487310,2018,Optimizing Age of Information in Wireless Networks with Throughput Constraints,https://doi.org/10.1109/infocom.2018.8486307,1,0
Ornee-Sun,backward,W1502450301,1990,Ordinary Differential Equations: An Introduction to Nonlinear Analysis,,0,0
Ornee-Sun,backward,W2095323819,2015,Effect of Message Transmission Path Diversity on Status Age,https://doi.org/10.1109/tit.2015.2511791,0,0
Ornee-Sun,backward,W2752845512,2017,Optimal Link Scheduling for Age Minimization in Wireless Systems,https://doi.org/10.1109/tit.2017.2746751,0,0
Ornee-Sun,backward,W2963082493,2019,Sampling for data freshness optimization: Non-linear age functions,https://doi.org/10.1109/jcn.2019.000035,1,0
Ornee-Sun,backward,W166675015,2002,"Stochastic Petri Nets: Modelling, Stability, Simulation",https://doi.org/10.1007/b97265,0,0
Ornee-Sun,backward,W2792823915,2018,On the Age of Information With Packet Deadlines,https://doi.org/10.1109/tit.2018.2818739,1,0
Ornee-Sun,backward,W2110647183,2011,Remote State Estimation With Communication Costs for First-Order LTI Systems,https://doi.org/10.1109/tac.2011.2139370,0,0
Ornee-Sun,backward,W566818296,2010,Continuous Time Markov Processes: An Introduction,,0,0
Ornee-Sun,backward,W2963028458,2018,Age-optimal updates of multiple information flows,https://doi.org/10.1109/infcomw.2018.8406945,0,0
Ornee-Sun,backward,W2809579289,2018,Age-based Scheduling,https://doi.org/10.1145/3209582.3209602,0,0
Ornee-Sun,backward,W156433631,2009,Ornstein–Uhlenbeck Processes and Extensions,https://doi.org/10.1007/978-3-540-71297-8_18,0,0
Ornee-Sun,backward,W2808614360,2018,Information Aging Through Queues: A Mutual Information Perspective,https://doi.org/10.1109/spawc.2018.8445873,0,0
Ornee-Sun,backward,W2884466981,2019,Remote Estimation Over a Packet-Drop Channel With Markovian State,https://doi.org/10.1109/tac.2019.2926160,1,0
Ornee-Sun,backward,W2906746203,2018,Tutorial on UAVs: A Blue Sky View onWireless Communication,https://doi.org/10.13052/jmm1550-4646.1443,0,0
Ornee-Sun,backward,W2296322821,1971,Markovian Decision Processes,https://doi.org/10.1057/jors.1971.45,0,0
Ornee-Sun,backward,W2112848343,2002,Performance of multiversion concurrency control algorithms in maintaining temporal consistency,https://doi.org/10.1109/cmpsac.1990.139341,0,0
Ornee-Sun,backward,W2012726532,2008,Paging and Registration in Cellular Networks: Jointly Optimal Policies and an Iterative Algorithm,https://doi.org/10.1109/tit.2007.913566,0,0
Ornee-Sun,backward,W2893370635,2018,Wireless Scheduling for Information Freshness and Synchrony: Drift-Based Design and Heavy-Traffic Analysis,https://doi.org/10.1109/tnet.2018.2870896,0,0
Ornee-Sun,backward,W2070638240,2014,Sampling multidimensional Wiener processes,https://doi.org/10.1109/cdc.2014.7039920,1,0
Ornee-Sun,backward,W2534263264,2017,Optimal communication scheduling and remote estimation over an additive noise channel,https://doi.org/10.1016/j.automatica.2017.10.010,1,0
Ornee-Sun,backward,W2962975378,2018,Massive UAV-to-Ground Communication and its Stable Movement Control: A Mean-Field Approach,https://doi.org/10.1109/spawc.2018.8445906,0,0
Ornee-Sun,backward,W2046359489,1994,Constrained Semi-Markov decision processes with average rewards,https://doi.org/10.1007/bf01435458,0,0
Ornee-Sun,backward,W2088868511,1994,Modelling real interest rates,https://doi.org/10.1016/0378-4266(94)00083-2,0,0
Ornee-Sun,backward,W2546584265,2016,Optimal Information Control in Cyber-Physical Systems,https://doi.org/10.1016/j.ifacol.2016.10.363,0,0
Ornee-Sun,backward,W1583497301,2003,Convex Analysis and Optimization,,0,0
Ornee-Sun,backward,W2944745809,2019,"Channels, Learning, Queueing and Remote Estimation Systems With A Utilization-Dependent Component.",,1,0
Ornee-Sun,backward,W3133603318,1994,An Introduction to Signal Detection and Estimation,https://doi.org/10.1007/978-1-4757-2341-0,0,0
Ornee-Sun,backward,W4232753567,2010,Probability,https://doi.org/10.1017/cbo9780511779398,0,0
Ornee-Sun,backward,W4230072584,1990,Ordinary Differential Equations,https://doi.org/10.1515/9783110853698,0,0
Ornee-Sun,backward,W2966441493,2019,Joint Status Sampling and Updating for Minimizing Age of Information in the Internet of Things,https://doi.org/10.1109/tcomm.2019.2931538,1,0
Ornee-Sun,backward,W2970983057,2019,Sampling of the Wiener Process for Remote Estimation Over a Channel With Random Delay,https://doi.org/10.1109/tit.2019.2937336,1,1
Ornee-Sun,backward,W2997442646,2019,Minimum Age of Information in the Internet of Things With Non-Uniform Status Packet Sizes,https://doi.org/10.1109/twc.2019.2959777,1,0
Ornee-Sun,backward,W2995358840,2019,Age of Information: A New Metric for Information Freshness,https://doi.org/10.2200/s00954ed2v01y201909cnt023,1,0
Ornee-Sun,backward,W4244566287,1992,Markov Decision Process,https://doi.org/10.1093/imaman/4.4.395,0,0
Ornee-Sun,backward,W4299373987,1995,Handbook of Mathematical Formulas and Integrals,https://doi.org/10.1016/c2009-0-21270-0,0,0
Ornee-Sun,backward,W2964154283,2018,A dynamic jamming game for real-time status updates,https://doi.org/10.1109/infcomw.2018.8407017,0,0
Ornee-Sun,backward,W4288288631,2019,Forever Young,https://doi.org/10.1145/3323679.3326507,0,0
Ornee-Sun,backward,W3046993672,2020,Unifying AoI Minimization and Remote Estimation — Optimal Sensor/Controller Coordination with Random Two-way Delay,https://doi.org/10.1109/infocom41043.2020.9155238,1,1
Ornee-Sun,backward,W2982374486,2019,Moderate maximal inequalities for the Ornstein-Uhlenbeck process,https://doi.org/10.1090/proc/14804,0,0
Ornee-Sun,backward,W3081244218,2020,Age-of-Information Revisited: Two-way Delay and Distribution-oblivious Online Algorithm,https://doi.org/10.1109/isit44484.2020.9174306,0,0
Ornee-Sun,backward,W3080107300,2020,Optimal Causal Rate-Constrained Sampling for a Class of Continuous Markov Processes,https://doi.org/10.1109/isit44484.2020.9174333,1,0
Ornee-Sun,backward,W2964258673,2018,Quantifying Link Stability in Ad Hoc Wireless Networks Subject to\n Ornstein-Uhlenbeck Mobility,https://doi.org/10.48550/arxiv.1811.03410,0,0
Ornee-Sun,forward,W4401871087,2024,AI Empowered Wireless Communications: From Bits to Semantics,https://doi.org/10.1109/jproc.2024.3437730,0,0
Ornee-Sun,forward,W4401536718,2024,"Intellicise Wireless Networks From Semantic Communications: A Survey, Research Issues, and Challenges",https://doi.org/10.1109/comst.2024.3443193,0,0
Ornee-Sun,forward,W4389633715,2023,A Review on Wireless Networked Control System: The Communication Perspective,https://doi.org/10.1109/jiot.2023.3342032,0,0
Ornee-Sun,forward,W4399766708,2024,"Semantics-Empowered Space-Air-Ground-Sea Integrated Network: New Paradigm, Frameworks, and Challenges",https://doi.org/10.1109/comst.2024.3416309,0,0
Ornee-Sun,forward,W3214057217,2021,Performance Analysis of Age of Information in Ultra-Dense Internet of Things (IoT) Systems With Noisy Channels,https://doi.org/10.1109/twc.2021.3122841,0,0
Ornee-Sun,forward,W4391020658,2024,Real-Time Reconstruction of Markov Sources and Remote Actuation Over Wireless Channels,https://doi.org/10.1109/tcomm.2024.3356456,0,0
Ornee-Sun,forward,W4387609113,2023,A Self-Adaptive Robustness Optimization Method With Evolutionary Multi-Agent for IoT Topology,https://doi.org/10.1109/tnet.2023.3319499,0,0
Ornee-Sun,forward,W4387397220,2023,Learning and Communications Co-Design for Remote Inference Systems: Feature Length Selection and Transmission Scheduling,https://doi.org/10.1109/jsait.2023.3322620,0,0
Ornee-Sun,forward,W4395686776,2024,Timely Communications for Remote Inference,https://doi.org/10.1109/tnet.2024.3408673,0,0
Ornee-Sun,forward,W4390189149,2023,Context-aware Status Updating: Wireless Scheduling for Maximizing Situational Awareness in Safety-critical Systems,https://doi.org/10.1109/milcom58377.2023.10356278,0,0
Ornee-Sun,forward,W3198509960,2022,Age-Optimal Scheduling Over Hybrid Channels,https://doi.org/10.1109/tmc.2022.3205292,0,0
Ornee-Sun,forward,W4297882599,2022,How does data freshness affect real-time supervised learning?,https://doi.org/10.1145/3492866.3549711,0,0
Ornee-Sun,forward,W4384788000,2023,AoI-Minimal Online Scheduling for Wireless-Powered IoT: A Lyapunov Optimization-Based Approach,https://doi.org/10.1109/tgcn.2023.3290007,0,0
Ornee-Sun,forward,W4225350605,2022,Optimal Sampling for Data Freshness: Unreliable Transmissions With Random Two-Way Delay,https://doi.org/10.1109/tnet.2022.3194417,0,0
Ornee-Sun,forward,W4312679422,2022,Timeliness of Information for Computation-Intensive Status Updates in Task-Oriented Communications,https://doi.org/10.1109/jsac.2022.3229431,1,0
Ornee-Sun,forward,W4387150077,2023,A Whittle Index Policy for the Remote Estimation of Multiple Continuous Gauss-Markov Processes over Parallel Channels,https://doi.org/10.1145/3565287.3610263,0,0
Ornee-Sun,forward,W4388836101,2023,State-aware real-time tracking and remote reconstruction of a Markov source,https://doi.org/10.23919/jcn.2023.000035,0,0
Ornee-Sun,forward,W4285414102,2022,Real Time Monitoring of Brownian Motions,https://doi.org/10.1109/tcomm.2022.3190874,0,0
Ornee-Sun,forward,W4402978208,2024,Monitoring Correlated Sources: AoI-Based Scheduling is Nearly Optimal,https://doi.org/10.1109/tmc.2024.3471391,0,0
Ornee-Sun,forward,W4405909400,2024,Sampling to Achieve the Goal: An Age-aware Remote Markov Decision Process,https://doi.org/10.1109/itw61385.2024.10806969,1,1
Ornee-Sun,forward,W4283214339,2022,Optimizing Sampling for Data Freshness: Unreliable Transmissions with Random Two-way Delay,https://doi.org/10.1109/infocom48880.2022.9796895,0,0
Ornee-Sun,forward,W4361760330,2023,Real-Time Monitoring Ornstein–Uhlenbeck Process: Improving Fidelity Under Freshness Guarantees,https://doi.org/10.1109/lcomm.2023.3262545,1,0
Ornee-Sun,forward,W4392940169,2024,Goal-Oriented Transmission Scheduling for Energy-Efficient Wireless Networked Control in SAGIN: An AoI-Thresholding Mechanism,https://doi.org/10.1109/tvt.2024.3377633,1,0
Ornee-Sun,forward,W4405056392,2024,Semantic-Aware Sampling and Transmission in Real-Time Tracking Systems: A POMDP Approach,https://doi.org/10.1109/tcomm.2024.3511935,0,0
Ornee-Sun,forward,W4386025640,2023,To Compute or Not to Compute? Adaptive Smart Sensing in Resource-Constrained Edge Computing,https://doi.org/10.1109/tnse.2023.3306202,0,0
Ornee-Sun,forward,W4401508594,2024,Monitoring Correlated Sources: AoI-based Scheduling is Nearly Optimal,https://doi.org/10.1109/infocom52122.2024.10621253,0,0
Ornee-Sun,forward,W4401539202,2024,On the Monotonicity of Information Aging,https://doi.org/10.1109/infocomwkshps61880.2024.10620843,0,0
Ornee-Sun,forward,W4401693748,2024,Goal-Oriented Communications for Remote Inference Under Two-Way Delay with Memory,https://doi.org/10.1109/isit57864.2024.10619298,1,0
Ornee-Sun,forward,W4389609139,2023,Sampling for Remote Estimation of the Wiener Process over an Unreliable Channel,https://doi.org/10.1145/3626791,0,0
Ornee-Sun,forward,W4411983377,2025,On the Cost of Consecutive Estimation Error: Significance-Aware Non-Linear Aging,https://doi.org/10.1109/tit.2025.3585733,0,0
Ornee-Sun,forward,W4410152900,2025,AoI-Based Optimal Transmission Scheduling for Multiprocess Remote Estimation,https://doi.org/10.1109/tac.2025.3568094,0,0
Ornee-Sun,forward,W7128640669,2026,From Freshness to Effectiveness : Goal-Oriented Sampling for Remote Decision Making,https://doi.org/10.1109/tit.2026.3663678,1,1
Ornee-Sun,forward,W4313854360,2023,Distribution-Oblivious Online Algorithms for Age-of-Information Penalty Minimization,https://doi.org/10.1109/tnet.2022.3230009,0,0
Ornee-Sun,forward,W4285227776,2022,On the Value of Information and Mean Squared Error for Noisy Gaussian Models,https://doi.org/10.1109/lcomm.2022.3188368,0,0
Ornee-Sun,forward,W4404739269,2024,Age of Incorrect Information With Hybrid ARQ Under a Resource Constraint for N-Ary Symmetric Markov Sources,https://doi.org/10.1109/tnet.2024.3499372,0,0
Ornee-Sun,forward,W4390576636,2024,Real-Time Monitoring of Chaotic Systems With Known Dynamical Equations,https://doi.org/10.1109/tsp.2023.3347081,0,0
Ornee-Sun,forward,W4210408378,2022,Age-Driven Spatially Temporally Correlative Updating in the Satellite-Integrated Internet of Things via Markov Decision Process,https://doi.org/10.1109/jiot.2022.3142268,1,0
Ornee-Sun,forward,W4297882658,2022,Sampling of the wiener process for remote estimation over a channel with unknown delay statistics,https://doi.org/10.1145/3492866.3549732,0,0
Ornee-Sun,forward,W4289655108,2022,How Useful Is Delayed Feedback in AoI Minimization — A Study on Systems With Queues in Both Forward and Backward Directions,https://doi.org/10.1109/isit50566.2022.9834697,0,0
Ornee-Sun,forward,W3184551147,2021,Relationship between Age and Value of Information for a Noisy Ornstein–Uhlenbeck Process,https://doi.org/10.3390/e23080940,1,1
Ornee-Sun,forward,W4387883656,2023,Real-time Remote Reconstruction of a Markov Source and Actuation over Wireless,https://doi.org/10.1109/iccworkshops57953.2023.10283717,0,0
Ornee-Sun,forward,W4389610338,2023,Peak AoI Minimization With Directional Charging for Data Collection at Wireless-Powered Network Edge,https://doi.org/10.1109/tsc.2023.3341835,0,0
Ornee-Sun,forward,W4401597602,2024,Version Age-Based Client Scheduling Policy for Federated Learning,https://doi.org/10.1109/icasspw62465.2024.10626990,0,0
Ornee-Sun,forward,W4406170953,2025,Average AoI Minimization With Directional Charging for Wireless-Powered Network Edge,https://doi.org/10.1109/tmc.2025.3527559,0,0
Ornee-Sun,forward,W4392114325,2024,Real-Time Dual-Process Remote Estimation With Integrated Multiaccess and HARQ,https://doi.org/10.1109/jiot.2024.3369096,0,0
Ornee-Sun,forward,W4377001521,2023,Improving Timeliness-Fidelity Tradeoff in Wireless Sensor Networks: Waiting for All and Waiting for Partial Sensor Nodes,https://doi.org/10.1109/tcomm.2023.3277001,0,0
Ornee-Sun,forward,W4390285198,2023,Sampling of the Wiener Process for Remote Estimation Over a Channel With Unknown Delay Statistics,https://doi.org/10.1109/tnet.2023.3331266,0,0
Ornee-Sun,forward,W4411358771,2025,Collaborative Decision Making With Hybrid Deep Reinforcement Learning for Connected and Autonomous Vehicles in Mixed Traffic,https://doi.org/10.1109/tits.2025.3577603,1,0
Ornee-Sun,forward,W4411408829,2025,Utility Loss of Information Minimization for Semantic-Empowered Satellite-Integrated Internet,https://doi.org/10.1109/tcomm.2025.3581106,0,0
Ornee-Sun,forward,W4323520901,2022,Timely Multi-Process Estimation with Erasures,https://doi.org/10.1109/ieeeconf56349.2022.10051950,0,0
Ornee-Sun,forward,W4402138951,2024,Information Freshness in Service Queues With Strategic Customers,https://doi.org/10.1177/10591478241281913,0,0
Ornee-Sun,forward,W4388836103,2023,Sampling for remote estimation of an Ornstein-Uhlenbeck process through channel with unknown delay statistics,https://doi.org/10.23919/jcn.2023.000037,1,0
Ornee-Sun,forward,W4393404830,2024,Optimal AoI for Systems With Queueing Delay in Both Forward and Backward Directions,https://doi.org/10.1109/tnet.2024.3379895,0,0
Ornee-Sun,forward,W4405755499,2024,Event-Triggered Communications Over AWGN Channels,https://doi.org/10.1109/tcomm.2024.3522053,0,0
Ornee-Sun,forward,W4410809433,2025,A Novel Indicator for Quantifying and Minimizing Information Utility Loss of Robot Teams,https://doi.org/10.1109/jsac.2025.3574584,0,0
Ornee-Sun,forward,W4411687370,2025,Distortion Optimization for Remote Online Estimation of the Wiener Process,https://doi.org/10.1109/twc.2025.3581227,0,0
Ornee-Sun,forward,W4388145708,2023,Timely Multi-Process Estimation Over Erasure Channels With and Without Feedback: Signal-Independent Policies,https://doi.org/10.1109/jsait.2023.3329431,0,0
Ornee-Sun,forward,W4388836069,2023,Age-optimal multi-flow status updating with errors: A sample-path approach,https://doi.org/10.23919/jcn.2023.000041,0,0
Ornee-Sun,forward,W4385329472,2023,Optimizing Average AoI with Directional Charging for Wireless-Powered Network Edge,https://doi.org/10.1109/iwqos57198.2023.10188771,0,0
Ornee-Sun,forward,W4404035278,2024,Optimal Mobility and Communication Strategy to Maximize the Value of Information in IoT Networks,https://doi.org/10.1109/jiot.2024.3489774,0,0
Ornee-Sun,forward,W4391558083,2023,"Minimizing AoI of Non-Uniform Multi-Source Real-Time Data Updates: Model Generalization, Analysis and Performance Evaluation",https://doi.org/10.1109/rtss59052.2023.00038,0,0
Ornee-Sun,forward,W4409156867,2024,Timely Remote Estimation with Memory at the Receiver,https://doi.org/10.1109/ieeeconf60004.2024.10942803,0,0
Ornee-Sun,forward,W4414538497,2025,AoI-Based Scheduling of Correlated Sources for Timely Inference,https://doi.org/10.1109/icc52391.2025.11162103,0,0
Ornee-Sun,forward,W3193614165,2021,Status Update for Accurate Remote Estimation: Centralized and Decentralized Schemes,https://doi.org/10.1587/transcom.2021cei0002,0,0
Ornee-Sun,forward,W4415883708,2025,Multimodal Remote Inference,https://doi.org/10.1109/mass66014.2025.00039,0,0
Ornee-Sun,forward,W4299850655,2022,Timeliness-Distortion Tradeoff in Wireless Sensor Networks: The Optimal Node Number,https://doi.org/10.1109/icc45855.2022.9839140,0,0
Ornee-Sun,forward,W4392948434,2024,"Age- and deviation-of-information of hybrid time- and event-triggered systems: What matters more, determinism or resource conservation?",https://doi.org/10.1016/j.peva.2024.102412,0,0
Ornee-Sun,forward,W4399687995,2024,Sampling for Remote Estimation of the Wiener Process over an Unreliable Channel,https://doi.org/10.1145/3673660.3655077,0,0
Ornee-Sun,forward,W4401692003,2024,AoI -optimal Scheduling for Arbitrary K -channel Update- Through-Queue Systems,https://doi.org/10.1109/isit57864.2024.10619623,0,0
Ornee-Sun,forward,W4402031705,2024,AoI-aware transmission control in real-time mmwave energy harvesting systems: a risk-sensitive reinforcement learning approach,https://doi.org/10.1016/j.dcan.2024.08.015,0,0
Ornee-Sun,forward,W4403532758,2024,Approximation schemes for age of information minimization in UAV grid patrols,https://doi.org/10.1016/j.adhoc.2024.103686,0,0
Ornee-Sun,forward,W4415883602,2025,2D-AoI: Age-of-Information of Distributed Sensors for Spatio-Temporal Processes,https://doi.org/10.1109/tcomm.2025.3628766,0,0
Ornee-Sun,forward,W4402834184,2024,Inference-Aware Reconstruction for Short-Packet Transmission in Industrial Metaverse,https://doi.org/10.1109/vtc2024-spring62846.2024.10683305,0,0
Ornee-Sun,forward,W4413679850,2025,Revisiting Estimation Quality: Significance-Aware Age of Consecutive Error,https://doi.org/10.23919/wiopt66569.2025.11123380,0,0
Ornee-Sun,forward,W4390189646,2023,Urgency of Information Optimization at Query in an Interactive System,https://doi.org/10.1109/milcom58377.2023.10356383,0,0
Ornee-Sun,forward,W4289655374,2022,Age-Optimal Causal Labeling of Memoryless Processes,https://doi.org/10.1109/isit50566.2022.9834803,0,0
Ornee-Sun,forward,W4385478169,2023,Effects of Lossy Compression on the Age of Information in a Low Power Network,https://doi.org/10.1109/wowmom57956.2023.00068,0,0
Ornee-Sun,forward,W4415367769,2025,Remote Online Estimation of the Wiener Process: A Preprocessing Method to Ensure Distortion Convergence,https://doi.org/10.1109/isit63088.2025.11195334,0,0
Ornee-Sun,forward,W7134823645,2026,Goal-Oriented Status Updating for Real-Time Remote Inference Over Networks With Two-Way Delay,https://doi.org/10.1109/ton.2026.3670099,1,0
Ornee-Sun,forward,W4386081035,2023,Learning and Communications Co-Design for Remote Inference Systems: Feature Length Selection and Transmission Scheduling,https://doi.org/10.48550/arxiv.2308.10094,0,0
Ornee-Sun,forward,W4386450079,2023,Minimizing Real-time Estimation Error in IoT Networks via Noisy Past Observations,https://doi.org/10.1109/iccc57788.2023.10233639,0,0
Ornee-Sun,forward,W4391741983,2023,Age-Aware Status Updating for Solar Energy Storage Systems,https://doi.org/10.1109/icct59356.2023.10419697,1,0
Ornee-Sun,forward,W4392187853,2024,Semantic-aware Sampling and Transmission in Real-time Tracking Systems: A POMDP Approach,https://doi.org/10.36227/techrxiv.170906295.55227662/v1,0,0
Ornee-Sun,forward,W4399254833,2024,Sampling for Remote Estimation of the Wiener Process over an Unreliable Channel,https://doi.org/10.1145/3652963.3655077,0,0
Ornee-Sun,forward,W4401069645,2024,Analysis on Peak Age of Status Updates in Task-Oriented Machine-Type Communications,https://doi.org/10.1109/twc.2024.3430903,1,0
Ornee-Sun,forward,W4405975063,2024,Age-of-Information in Tandem Queues with Delayed Feedback: Zero-Wait vs. Pipelining,https://doi.org/10.1109/pimrc59610.2024.10817401,0,0
Ornee-Sun,forward,W4408609651,2025,Inference-Aware State Reconstruction for Industrial Metaverse Under Synchronous/Asynchronous Short-Packet Transmission,https://doi.org/10.1109/tcomm.2025.3552737,0,0
Ornee-Sun,forward,W4411996750,2025,Timely Gossiping for Semantic-Based Status Tracking in Robotic Communications,https://doi.org/10.1109/tvt.2025.3585664,0,0
Ornee-Sun,forward,W7115735109,2025,AoI-Based Scheduling of Correlated Sources for Timely Inference,https://doi.org/10.1109/ton.2025.3643286,0,0
Ornee-Sun,forward,W7128610548,2026,Entropy-Driven Sampling for Remote Estimation in Internet of Things Systems,https://doi.org/10.1109/jiot.2026.3663721,0,0
Ornee-Sun,forward,W7154596793,2026,Buffer Management for Timely Reconstruction: Lower Bounds and Near-Optimal Policies,https://doi.org/10.1109/tnse.2026.3684353,0,0
